يوسف,name
ياسمين,name
ياسر,name
يعقوب,name
يحيي,name
يزن,name
يارا,name
يامن,name
يونس,name
ياسين,name
يسري,name
يقين,name
يسرين,name
يمين,name
يسر,name
يمامة,animal
يربوع,animal
يعسوب,animal
يرقه,animal
يقطين,plant
يانسون,plant
يوسفي,plant
يوكا,plant
يخت,object
يافطه,object
يدويه,object
ينبوع,object
يسرّاج,object
يعلاق,object
يمن,country
يابان,country
